text,sentiment
Kok ini gemes banget ya 😫,positive
"Lila di STY ganti atuh si Ridho, si Egi, jangan si Struik, Lila pisan",neutral
Si paling grusak grusuk kapten Mulu kaya ga ada yang lain😢,negative
🔥🔥🔥🔥,positive
Ya Allah saat harapan benar-benar hilang ternyata dapat hoki❤️❤️,positive
Auto perpanjang dong,positive
𝗕𝗜𝗦𝗠𝗜𝗟𝗟𝗔𝗛𝗜𝗥𝗔𝗛𝗠𝗔𝗡𝗜𝗥𝗥𝗢𝗛𝗜𝗠,positive
Lawan kemustahilan fokus lawan 🇯🇵,positive
Alhamdulillah dpt 3 poin 😍😍😍,positive
"Pemain reguler liga Belgia, kok jadi cadangan?",neutral
yaah padahal witan sulaiman udah ngelipat baju ke koper😂,negative
"@chant.jakartafootball jd gelandang bang, gelandang pengangkut aer",negative
"Ayo, janjinya mana ini?",positive
"Udah berapa kali blunder Jordi ngerugiin Indo? Jordi jadi kapten malah blunder, akhirnya ngerusak mental tim sendiri. Jordi ngelakuin kesalahan fatal yang bikin pemain lain down mentalnya.",negative
❤️❤️,positive
BISMILLAH PASTI BISA GARUDAKU❤️❤️❤️❤️,positive
"Ayo, masa mau kalah terus? Semangat! 👏🔥🔥🔥🔥🔥",positive
LETSGOOOWWWW 🔥🔥🔥🔥🔥,positive
"@dhannie.saputra gimana bro, dihujat terus dia sama Akmal 😂😂 anti STY, nggak bisa lagi nitip pemain makanya begitu he he eh",negative
BISMILLAH +3 POINT,positive
itu waktu indo di rank brp ya?,neutral
sty stay tapi pliss pemain” bapuk jangan di panggil woi,negative
@deff.ree Suburrrr,neutral
Asnawi lagi under perfom strating lagi😂😂😂,negative
🔥🔥🔥🔥🔥🔥❤️❤️❤️,positive
🔥🔥🔥,positive
❤️🔥 Untuk Coach Shin Tae-yong ⏩ Aku sih YESS ✅,positive
👏👏👏,positive
Hoki caraka pemain ampaaas ngapain di pajang fotonya cok,negative
Kunciin Hokky di WC pemda @hokkycaraka_,neutral
"@prass_semarangfans koe harang kesasar,,wkwkwk",neutral
"@erwinburhanudin maaf sy tetangganya, bung senggol",neutral
@rendy5ptrazz jersey merah kalah semua jir Vietnam indo kenapa gk pakai putih sih,neutral
Dndi Masi ada aja aneh,negative
🔥🔥🔥,positive
"Selama uji coba, STY pasti minta pemain pakai half power aja, nanti pas event barulah full power 😂😜",neutral
Kayaknya kalau Nadeo nggak dipanggil bakal jadi vokalis Guyon Waton ikut manggung terus 😂,neutral
Masih bertanya-tanya mengapa Saddil dicoret 🙄🤨,neutral
Where Ramadhan Sananta?,neutral
@sgasulin witan butuh pak Purnomo,neutral
Lupakan pertandingan ini next kita fokus ke pertandingan selanjutnya lawan jepang 🔥 ayo Garuda,positive
Habis ini Shayne fokus latihan lempar bola 😢,neutral
"Bismillah, kun fayakun! Selamat berjuang, boys! ❤️🔥",positive
@aldidfauzan_ star syndrome🥱,negative
Justin Mitoma,neutral
"@muh.hazmi23 Iri, bro? Iri disaingi begitu? Laki-laki kok banyak omong 😂",negative
YA SOALNYA PAS ERA PONARYO YANG MAIN KELOMPOK U30 SEMUA,neutral
❤️🤍,positive
🔥🔥🔥,positive
Bismillah ya Allah ❤️🔥 menang kalah tetap berterima kasih atas perjuangan mereka 🙏,positive
"@delano_ladan Nih Pak, coba panggil ke Timnas.",neutral
@rezalatifhw seh repot dadi pembantu po su,neutral
Yuk plg,neutral
"Kiper Persib itu bagus ya, TEJA kok gak kepanggil?",neutral
👏👏👏,positive
Sungkem dulu sama Babang Ernando untuk penyelamatan-penyelamatannya yang ciamik 🙇,positive
@mieee_hoyeng Sanata kalah saing mungkin sama hoky🗿,negative
MARKLOK MAIN TARKAM AJAAAA,negative
@skrrttt.x bctt beban,negative
@ridhonrjya30_ Lihat karena lemparan Arhan di menit akhir menghasilkan gol!,positive
Bagus banget mainnya MLM ini,positive
Keep spirit Garuda 🔥🔥🔥🔥🔥🔥🔥,positive
brp skor,neutral
@yudisoetardja H - 6 jam bang,neutral
😢,negative
😢,neutral
🔥❤️,positive
"@legend_wiljanpluim80 bohong, gue tandain lu, Bang 😂",neutral
👏👏🔥🔥🔥🔥,positive
dendy kartap,neutral
"Woy, apaan ini? Gila! 😭",neutral
LET'S GOOOOO,positive
"@bagusbdnt_ yang cape pemain dan official, yg di posting bang erik @pradana6367",neutral
"Keren kamu, bang! ❤️❤️❤️❤️",positive
GOOD GAME!🇮🇩🦅⚔️ STY STAY @shintaeyong7777 @erickthohir,positive
🔥,neutral
Info live: Vebo TV/20.30(WITA),neutral
"@ilhamhakikieee Sabar, Bang. Tidak usah ngamuk-ngamuk.",neutral
🔥,positive
@yuliana_adhtya terharu 🥹,positive
🔥🔥🔥🔥,positive
👏👏❤️,positive
Sty stay,positive
Fungsi Elkan Baggot di depan?,neutral
"Pertahankan STY! Indonesia sudah di jalur yang benar. Mending towel aja yang out, kritik tidak mutu.",positive
🔥🔥 #STYStay,positive
🔥🔥🔥🔥,positive
terima kasih para garudaaaa😭🙏🏻,positive
🔥🔥,positive
"Kami bangga padamu, Garuda ❤️",positive
🥰🥰🥰🥰🥰🔥🔥🔥🔥🔥🔥🔥🔥🔥,positive
Amat jangan main dulu.,neutral
@otak_mati1312 ngmg aja masih blibet gini ngurusin bola🤣🤣 sekolah dlu yang bener dek biar banggain ortu lu,negative
@irfaf_ gajelas emng anjir fakkkkk lah😂,negative
Statistik pelanggaran: Vietnam 8 - Indonesia 24 👏😂,neutral
@kmskdeinze udh pinter bhs indo 😂,neutral
@all_viannn Arhan disimpan,neutral
Mau dipeluk juga.,neutral
@jepa1_0 Jepang Sangat Terkuras Energinya.Jadi Kita Ada Keuntungan...,neutral
"Berikan yang terbaik terus, Garuda!",positive
"Udah kubilang indo,viet,thai kalian itu cuman level ASEAN piala AFF.. Jgn berharap besar main di Piala Asia😂😂😂",negative
🔥,positive
Sudah berapa skor?,neutral
❤️,positive
"Dia dengan kapten Subasanya, kita dengan Madun.",neutral
@ilhamrzyyk bangke,negative
"Terimakasih Timnas, sudah berada dilevel ini kalian kereeeeen, two thumbs up no Ten thumbs up 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻. Comeback More stronger 🔥🇮🇩🔥. Part yg paling buat gw puas ketika gawang jepang gol dari lemparan Arho 🤣.",positive
🔥🙌,positive
@naylahsna4 bentar lg setengah7,neutral
@aziznalole Mengejar karpet komisaris ini nampaknya Pak Aziz.,neutral
🔥🔥🔥,neutral
"Makanya harus ikut piala asia trus, biar banyak lagi rekor tercipta 😂",positive
Mode serius 🔥,positive
@laylyputri_17 babak kedua buruk woylah gmn ini,negative
Sepatunya gaada pul nya kali bg,neutral
@ridhofirdauss__ jgn nyerang personal dulu dong...,neutral
Jordiiiii kenaaaaapaaaaaaa???????,neutral
Matapp polll🔥🔥,positive
🔥🔥🔥,positive
👏👏,positive
👏👏👏,positive
Info link,neutral
EGY GANTI WITAN AJA ANJAY,negative
Jadi stay nggak mudah woy serba salah. Netizen bnyak bacot anjng,negative
❤️🔥,neutral
"@danang_marloon_adirangga iya, Bang, ganti Ridho, Sandy di kanan, sudah keren sih mainnya 😍",positive
Ngene pelatihe jek dipaido 😢 kmbe wong seng ora mudeng 😂😂😂 kabeh kuwi berproses... #penakmaido,neutral
"Thank u Garudahoki, sumpah gacor bet",positive
"@riowicak_ Nonton tidak, Bang?",neutral
Gokils 💥,positive
"Yang ngehujat STY mana, woy?",neutral
🔥🔥,neutral
"Cepatkan lawan Portugal, King Indo sedang mencari lawan sepadan 🫵🏻",neutral
"@rint0hdyt jersey hitam harusnya kemarin lawan Irak, jersey merah lawan Jepang, biar semua warna jersey dipakai.",neutral
Sty stay,positive
@desna643 eh ngegolin.. Tdnya hg kesel gocek2. 😂,neutral
"@akbar_firmansyah_30 oke, Bismillah",neutral
🔥🔥🔥🔥,positive
Sangat berbakat 🔥🔥🔥,positive
Yok bisa! 💪,positive
🔥🔥,positive
@hasnawii19 gol kkkkkk 🤪🤪🤪🤪🤪,neutral
"Terima kasih Garuda, saatnya panggung dipersilahkan untuk para penghujat",neutral
Ivan jenner mainin pak dia kunci terobosan umpan,neutral
"Kalau Piala Asia U23 dengan skuad seperti ini, saya yakin bisa berbuat banyak, tapi sayang turnamen itu bukan agenda FIFA, jadi tidak semua pemain bisa full team.",neutral
🔥🔥🔥👏👏👏,positive
"Wah, diganti sama kiper, satu tembakan satu gol! 😍",neutral
SAAAAANNNNNDDDDYYYYYYY....,positive
Sadil kok dicoret?,neutral
"Aduh, Dendy Adam Alis 😂",neutral
"@m.gilangpratama17 dia selalu main, tapi di babak kedua. Itu pun mainnya juga tidak kelihatan.",neutral
@adenkrisna27 overused jokes 🤢,negative
👏👏🔥🔥🔥🔥,positive
Alhamdulilah 👏👏❤️❤️,positive
@wisnu.alvaroo serang Instagram wasitnya!,negative
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,neutral
Babak kedua :(,negative
🇮🇩🔥,positive
@dwikky_af lucu banget,positive
@uaumimiengki bisa diem ga? Gk usah dibanding2in bisa? Nonton tgl nonton banyak bctt pula,negative
🔥🔥🔥,neutral
😢,negative
🔥🔥🔥🔥🔥,positive
main nya gacorrrr parah ❤️❤️,positive
🔥🔥🔥,positive
😍 semoga timnas bisa berjuang maksimal..we love you Timnas Indonesia..step by step.. nikmati proses nya..🔥🔥🔥🔥🔥,positive
Hampir gw maki maki,negative
STY Stay!,positive
Mereka yg lolos aku yg nangiss😭😭,positive
🔥 MAJU TAK GENTAR! 🔥,positive
Main mah gausah muluk-muluk tahan aja Ampe adu pinalti udah,neutral
liat nama kubo di line up udh deg deg bjirrrrr,neutral
@erpannoktaa Sananta lagi encok punggungnya,neutral
lets go Garuda 🔥🔥,positive
"@lucu_abis27 lautan fakta, bawang wkwk",neutral
Uhuyyyy ❤️❤️❤️❤️❤️❤️🔥🔥🔥🔥🔥,positive
Gasken sayangggg!!!🔥,positive
Alhamdulillah senang dengan hasil akhir walaupun geregetan pas menit² akhir 😂,positive
Lets go garuda 🔥🔥🔥🔥,positive
👍👍👍,positive
💪🔥,positive
Yuukkk bisa yukkkk 👏👏,positive
Alhamdulillah! 🔥🔥,positive
"Efek pake jersey city, untung ga pake yg merah MU.",neutral
2-0 Indo kalah,negative
Kalian hebat! ❤️,positive
Tim juru kunci.,negative
@fifaworldcup thanks papah 😍,positive
"Allahamdulillah Indonesia lolos babak 16 besar, tolong Pak Erick Thohir perpanjang kontrak Shin Tae-Yong",positive
4 TAHUN GAK NGAPA-NGAPAIN #STYOUT,negative
@nandoariiiss 10GOL=Goblok n tolOL😂,negative
🔥,positive
Terima kasih garuda atas perjuangan yg luar biasa 🙌🇲🇨❤️🔥,positive
asnawi kaya buta map gak bisa ngikutin satu garis ama bek tengah jadi di paling belalang mulu,negative
🔥🔥🔥,positive
"Tegang pasti, cuma main lepas aja, guys!",neutral
AYO SEMANGAT INDONESIAKU! ❤️❤️❤️🔥🔥🔥🔥🔥🔥🔥,positive
"Menang 1, imbang 1, kalah 1, peringkat 3. 😂",neutral
Bismillaaaah..SEMANGAAAT guys,positive
Semoga Indonesia kerasukan real Madrid 😬🔞,neutral
"Babak kedua harus lebih gacor, gas!🔥",positive
"@ibbed_87 SDM rendah suruh baca dulu caption malah asal""an komen aja.baca dulu baru komen jangan komen dulu trus gak baca 🥲",negative
🔥🔥🔥,positive
"Buktikan, Kapten!",positive
Udah tua😭ya noi,negative
"@s.pattynama Jangan khawatir, Bro, kami menunggu aksimu lagi di tim nasional. Terus semangat, Shayne!",positive
Emang sih Jordi in bukan rebut bola malah peluk lawan 👏👏👏,negative
Sananta mana oey,neutral
@iptugix__ Iran 5-0 🥲,negative
@shintaeyong7777 Sandy Walsh > Asnawi.,neutral
"Tidak banyak berharap, Wak. Minimal imbang sudah bagus. Wkwk",neutral
Sudah 3-0,neutral
🔥🔥🔥🔥👏👏👏,positive
Terima kasih @sandywalsh 👏❤️,positive
Ayo! Bangkit di babak kedua!,positive
"Bismillah, ini pasti bisa! 🔥🙌",positive
Indonesia bisa lolos 3 terbaik walau dengan 3 poin karena melihat banyak di grup lain yang bermain dengan hasil seri..,neutral
@suwonfc Arhan memang cocok di klub ini 👏👏,positive
Asnawi malah nonton di gol kedua 😢,negative
Kanan kiri babi semua,negative
"Shayne lebih greget keknya ketimbang witan.. witan ngampas,sprint sama agresif/pressurenya kurang",negative
"Sty, terlalu lama dalam pergantian pemain",negative
KEPA IS BACK🔥🔥,positive
@nandoariiiss GUUD JOB 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,positive
Lawan Jepang Imbang Aja 100% Lolos,positive
"Saya lihat, kaulah yang baperan. Ada pemain kalah saing kok koar-koar bilang pelatih baperan. Mending sadar diri kamu 🤣",negative
🔥🔥,positive
@scumbagfootball bapak lu out dari dunia ini 😂,negative
Abis ini jadi gak borneo lawan timnas?,neutral
Editor semalem mager ya,neutral
@syarif.elfaz kocak,neutral
ayo timnas obati hati kami para madridista,neutral
"Modal percaya diri lawan Jepang, gaskeun! 🔥🔥.",positive
🔥🔥🔥🔥,positive
@nikolausandre WKWKWK sama!,neutral
❤️❤️❤️🔥🔥🔥,positive
"Keren Sansy! Terima kasih kepada Pratama Arhan..😍😍 Walaupun sering diremehkan, kamu membuktikan lemparanmu bisa menghasilkan assist.",positive
ENJOY THE GAME 🔥🔥,positive
Mana nih yang anti naturalisasi? 😏,neutral
😢😢,neutral
Puji tuhan @sandywalsh terbaikkk❤️🔥,positive
BABAK KEDUA GUA LIVE LAGI,neutral
@upinipin8488 Walah beraninya pake akun baru wkwkw,negative
Alhamdulillah,positive
"@ferdyanrico Iya, bro. Bola boleh lewat, tapi orangnya tidak!",neutral
Terbang tinggi garudaku 🦅🇲🇨,positive
"Banyak yang nyinyir Hokky padahal bagus buat ke depannya, dikasih jam terbang.. btw ini proses STY buat bikin pondasi pemain muda",positive
"Kalau kalah tahu kan gimana netizen Indo? Bisanya cuma ngehujat, tinggal nikmati tontonan, enggak usah banyak bacot.",negative
Sananta kemana?😢,neutral
🔥,positive
"Sty stay pak. Tolong. Kami sudah cinta sma sty. Kami mohon pakk, plesee👏",positive
"(Komentar kasar, dihapus)",negative
🇰🇬🇰🇬🇰🇬🇮🇩🇮🇩,positive
@linatusofiyah__ iya wehh😂,neutral
@anggi_rnaldy kalo gak salah sananta lagi cidera om,negative
Tak doakan Jepang mules-mules pas main. 🤲,negative
Bismillah🔥,positive
"Nanti kalau Asnawi main jelek, tolong jangan pakai alasan dia baru sembuh dari cedera. 😑",neutral
Semoga dapat hasil positif dari perubahan starting ini,positive
@pendik.hariyn ya cedera,neutral
"Asnawi ganti dah, diserang mulu disisi asnawi",negative
😍,positive
🔥🔥🔥,positive
Asnawi parah😢,negative
Klok masuk sananta masuk,neutral
"Semngat terus buat timnas indonesia, menang kalah hal biasa dalam pertandingan 👏💪",positive
Tetap bangga bersama Timnas Indonesia🔥 sedikit lagi kita bakal Lihat timnas main di Pildun🤘,positive
"@dickypatria_ standar lokal pride ma beda, klo lokal pride gk perlu taktik dan main bagus cukup dpt bola -> shoot 😂😂",negative
Leg ke-3 kita balas di Stadion Handayani Wonosari Gunungkidul,neutral
Asnwasi gantii,negative
🔥🔥🔥🔥,neutral
Lawak capten lagi 😂,negative
"Walau kalah, tapi cukup membanggakan oermainannya❤️",positive
Disiarkan di TV tidak?,neutral
KALAH KLAIM 100K DI #GARUDAHOKI,neutral
"tingkatkan kualitas passing, dan berani bermain ball posession",neutral
🔥,positive
@adinurariff_ STY Stay,positive
Thanks bang udah menghibur😂,positive
@aadip.ee apaan sih peler,negative
🔥🔥🔥,neutral
"Apapun hasilnya nanti, semua pecinta bola di dalam maupun di luar negeri mengakui perkembangan tim Indonesia dan sudah berada di jalur yang tepat. Dulu yang paling males nonton timnas jadi lebih suka nonton dan optimis semenjak punya pelatih tetap dan bagus yang diberi waktu buat merubah sepak bola Indonesia 🔥🔥 #stystay #percayaproses",positive
Here we go! This January 2024 Welcome Park Hang Seo to be the coach national Team of Indonesia for Asian Cup 2023 👀,neutral
@ghalifmahesa waduh om si paling baperan,neutral
@justinhubner5 🔥🔥🔥,positive
COYG ✊,positive
"@rehansyah_14 Kalau dimainin Pattynama tidak ada gol tadi, lemparan Arhan yang bikin gol bisa terjadi karena lawan Jepang tidak bisa main terbuka.",neutral
gaskeun tong hariwang 🔥,positive
Pattynama kok tidak main terus?,neutral
@rendyapatisblues hampir sama kek lawan libya pas leg 2,neutral
Simak lagi komenan saya,neutral
👏,positive
@david_pattra david pattynama🔥,positive
Nonton di TV channel apa?,neutral
Aamiin semoga menang,positive
"@andioji_28 Tapi packingnya pas berhasil bawa piala, aamiin🤲🇮🇩❤",positive
"Ayolah Coach, bawa lolos Piala Dunia jalur kualifikasi tanpa jalur tuan rumah @shintaeyong7777",positive
"Knp shyne gak main, itu arahan dimakan terus sm jepang. StY selalu kontroversi",negative
SEMANGATTTTTTTTTTTTT,positive
Gue yakin skor Piala Kemerdekaan akan terulang kembali untuk kemenangan timnas! 🔥,positive
Sekali-sekali coba Edo,neutral
"@andre_whl22 @kojo_joel_10 ""Dobol, wes tak kei tiket 16 besar malah ajor 4-0. Nyesel aku""",negative
@adorable_rafael untung ga pernah hujat pemain dari 2014 fans timnas😂,neutral
Jepang sungguh terlalu 😭😂,neutral
"@timnas.indonesia @pssi Sandy bermain membuat suasana hidup, Min! Keren! Mainkan Sandy saat melawan Jepang!",positive
Bismillah... Semangat Garuda 🔥,positive
TOLONG PERTAHANKAN SHIN TAE YONG!!!,positive
WASAKA!!!!!!❤️🤍,positive
@iesthipuspa.s heleh,neutral
"@wensyfh11 yang lagi bersampingan dengan si kawan ini, tolong titip jitak sekali jidatnya. Ini sudah di luar nalar pola pikirnya. Gak bisa kasih support, diam aja, kawan.",negative
Arhan Asnawi 🗿,neutral
#TETAPBANGGA,positive
😍,positive
Eropa🔥👏,positive
Apa kata kata pengamat lokal preettt,neutral
"Bismillah semoga timnas Indonesia menang 🤲🏻 melawan Australia, Aminnnnn 🤲🏻🤲🏻 doa kita semua selalu menyertai Garuda kita 🤲🏻",positive
4o,positive
@justinhubner5 star boys bner2 d edanken pemain nguyen d idek kabeh 😅❤️,positive
@ahm.aditya bangsat malah SBY😂😂,negative
@namakufikii_ nonton juga lu,neutral
@maranathaandrian anak emas STY,neutral
"Nikmati pertandingan, guys ❤️",positive
"@steven_darmawan1 pattynama blm pnya chemistry yg ckup bgus sma rekan¹ ny,mknya dia keliatan under perform,gue mau tnya deh sm lo,lo pnya skill kah?lo pnya prestasi kah?lo ikt dlm serta mrka untk lolos 16 besar?lo bsa gantiin posisi dia?lo pnya prestasi ap?,prestasi ngehujat org kah?",negative
MAINKAN SANANTA!!,neutral
"@nasution24902 berarti Anda tipe orang kalau negara Anda dihina, Anda diam saja dan lebih milih ngumpet di ketiak mama",negative
STY di lantik jadi P3K aja pak 😍😍,neutral
Indonesia ngeri sih 100% manfaatin on target... 🔥🔥🔥,positive
𝗦𝗲𝗺𝗼𝗴𝗮 𝗯𝗶𝘀𝗮 𝗺𝗲𝗻𝗴𝗮𝗹𝗮𝗵𝗸𝗮𝗻 𝗔𝘂𝘀𝘁𝗿𝗮𝗹𝗶𝗮.. 𝗕𝗿𝗮𝘃𝗼 𝗜𝗻𝗱𝗼𝗻𝗲𝘀𝗶𝗮.. 🔥👏😍,positive
🔥🔥,positive
"Hubner, Yakob ❤️😍",positive
Striker tidak berkontribusi.,negative
👏,positive
🔥❤️,positive
"OTW Qatar, Boskuuuuu!",positive
"Ridho >> Sandy Wals, Egy >> Asnawi, Arhan >> Shayne.",neutral
Goww Indonesia bisa 🇮🇩,positive
